dt,open_price,high,low,close_price,volume
2015-02-06 19:00:00,157.35,157.40,157.18,157.22,20974
2015-02-06 19:05:00,157.21,157.24,156.92,157.16,32874
2015-02-06 19:10:00,157.16,157.24,157.12,157.12,24875
2015-02-06 19:15:00,157.11,157.30,157.07,157.24,36596
2015-02-06 19:20:00,157.22,157.29,157.13,157.28,21658
2015-02-06 19:25:00,157.17,157.28,157.17,157.27,3913
2015-02-06 19:30:00,157.28,157.31,157.14,157.27,18703
2015-02-06 19:35:00,157.25,157.46,157.23,157.45,25255
2015-02-06 19:40:00,157.50,157.59,157.46,157.49,10492
2015-02-06 19:45:00,157.49,157.53,157.36,157.36,15303
2015-02-06 19:50:00,157.36,157.37,157.04,157.12,20810
2015-02-06 19:55:00,157.08,157.10,156.92,156.97,17482
2015-02-06 20:00:00,156.97,157.01,156.80,156.81,14930
2015-02-06 20:05:00,156.80,156.85,156.45,156.52,35586
2015-02-06 20:10:00,156.53,156.78,156.51,156.66,26304
2015-02-06 20:15:00,156.65,156.71,156.46,156.48,34000
2015-02-06 20:20:00,156.52,156.70,156.43,156.45,33932
2015-02-06 20:25:00,156.46,156.69,156.26,156.62,47984
2015-02-06 20:30:00,156.63,156.68,156.37,156.40,34655
2015-02-06 20:35:00,156.43,156.57,156.33,156.56,41840
2015-02-06 20:40:00,156.54,156.58,156.39,156.56,48810
2015-02-06 20:45:00,156.57,156.57,156.26,156.38,58537
2015-02-06 20:50:00,156.40,156.45,156.23,156.45,45812
2015-02-06 20:55:00,156.47,156.75,156.43,156.72,81167
2015-02-06 21:00:00,156.71,156.73,156.56,156.73,118971
2015-02-09 14:35:00,156.00,156.69,155.72,156.51,74729
2015-02-09 14:40:00,156.62,156.99,156.52,156.98,35521
2015-02-09 14:45:00,156.93,157.46,156.80,157.09,62074
2015-02-09 14:50:00,156.95,157.50,156.95,157.39,39988
2015-02-09 14:55:00,157.37,157.48,157.10,157.23,29786
2015-02-09 15:00:00,157.25,157.29,157.00,157.00,31703
2015-02-09 15:05:00,157.00,157.08,156.90,156.91,17317
2015-02-09 15:10:00,156.98,157.05,156.64,156.79,31501
2015-02-09 15:15:00,156.79,157.03,156.77,156.99,26093
2015-02-09 15:20:00,157.02,157.12,156.98,157.08,23137
2015-02-09 15:25:00,157.10,157.13,156.68,156.79,19853
2015-02-09 15:30:00,156.81,156.95,156.69,156.78,25345
2015-02-09 15:35:00,156.76,156.98,156.72,156.96,24360
2015-02-09 15:40:00,156.96,157.19,156.94,157.04,20888
2015-02-09 15:45:00,157.00,157.01,156.67,156.67,18227
2015-02-09 15:50:00,156.68,156.79,156.50,156.76,18232
2015-02-09 15:55:00,156.74,156.89,156.70,156.81,13930
2015-02-09 16:00:00,156.83,156.88,156.65,156.65,16671
2015-02-09 16:05:00,156.70,156.90,156.70,156.84,20315
2015-02-09 16:10:00,156.85,157.00,156.72,157.00,20036
2015-02-09 16:15:00,156.99,156.99,156.89,156.95,13228
2015-02-09 16:20:00,156.91,157.00,156.84,156.84,14656
2015-02-09 16:25:00,156.86,156.95,156.81,156.88,16682
2015-02-09 16:30:00,156.88,156.99,156.81,156.97,36858
2015-02-09 16:35:00,156.96,156.97,156.83,156.91,15814
2015-02-09 16:40:00,156.95,157.11,156.90,156.98,25622
2015-02-09 16:45:00,156.98,156.98,156.84,156.88,8915
2015-02-09 16:50:00,156.94,156.96,156.87,156.93,10771
2015-02-09 16:55:00,156.91,156.97,156.84,156.84,22830
2015-02-09 17:00:00,156.83,156.95,156.82,156.87,13776
2015-02-09 17:05:00,156.86,156.88,156.67,156.74,20836
2015-02-09 17:10:00,156.76,156.88,156.68,156.86,15787
2015-02-09 17:15:00,156.87,156.92,156.75,156.76,17958
2015-02-09 17:20:00,156.74,156.84,156.60,156.70,32345
2015-02-09 17:25:00,156.70,156.73,156.56,156.62,12227
2015-02-09 17:30:00,156.62,156.70,156.52,156.68,14834
2015-02-09 17:35:00,156.69,156.79,156.69,156.76,26566
2015-02-09 17:40:00,156.77,156.77,156.63,156.73,14819
2015-02-09 17:45:00,156.72,156.72,156.61,156.63,11854
2015-02-09 17:50:00,156.63,156.66,156.43,156.50,30475
2015-02-09 17:55:00,156.53,156.55,156.41,156.44,9515
2015-02-09 18:00:00,156.45,156.51,156.34,156.47,17442
2015-02-09 18:05:00,156.45,156.53,156.41,156.50,9122
2015-02-09 18:10:00,156.49,156.68,156.49,156.68,25550
2015-02-09 18:15:00,156.70,156.76,156.49,156.49,17649
2015-02-09 18:20:00,156.48,156.59,156.43,156.44,10777
2015-02-09 18:25:00,156.41,156.52,156.41,156.45,5993
2015-02-09 18:30:00,156.46,156.55,156.36,156.36,14054
2015-02-09 18:35:00,156.35,156.43,156.33,156.39,10760
2015-02-09 18:40:00,156.39,156.40,156.24,156.24,21332
2015-02-09 18:45:00,156.25,156.40,156.25,156.29,12798
2015-02-09 18:50:00,156.30,156.44,156.29,156.40,14843
2015-02-09 18:55:00,156.42,156.50,156.38,156.50,12829
2015-02-09 19:00:00,156.51,156.51,156.39,156.42,13177
2015-02-09 19:05:00,156.44,156.44,156.31,156.36,15149
2015-02-09 19:10:00,156.36,156.39,156.25,156.26,9776
2015-02-09 19:15:00,156.28,156.28,156.06,156.09,18472
2015-02-09 19:20:00,156.09,156.22,156.02,156.07,18309
2015-02-09 19:25:00,156.09,156.11,155.96,155.96,23302
2015-02-09 19:30:00,155.97,156.13,155.95,156.12,27164
2015-02-09 19:35:00,156.11,156.24,156.10,156.11,28089
2015-02-09 19:40:00,156.11,156.11,156.00,156.07,18861
2015-02-09 19:45:00,156.03,156.04,155.97,156.00,15490
2015-02-09 19:50:00,156.00,156.02,155.75,155.82,33239
2015-02-09 19:55:00,155.82,155.96,155.77,155.79,20135
2015-02-09 20:00:00,155.78,155.86,155.72,155.72,22884
2015-02-09 20:05:00,155.73,155.79,155.55,155.59,28179
2015-02-09 20:10:00,155.62,155.62,155.40,155.45,41234
2015-02-09 20:15:00,155.45,155.55,155.42,155.52,36008
2015-02-09 20:20:00,155.53,155.60,155.49,155.49,21834
2015-02-09 20:25:00,155.47,155.75,155.42,155.67,21130
2015-02-09 20:30:00,155.68,155.79,155.68,155.74,17987
2015-02-09 20:35:00,155.75,155.80,155.66,155.67,41088
2015-02-09 20:40:00,155.66,155.78,155.62,155.66,28532
2015-02-09 20:45:00,155.66,155.91,155.63,155.87,51809
2015-02-09 20:50:00,155.89,155.99,155.69,155.84,48698
2015-02-09 20:55:00,155.84,155.84,155.65,155.72,43617
2015-02-09 21:00:00,155.73,155.84,155.60,155.69,98681
2015-02-10 14:35:00,156.74,156.74,156.08,156.17,86899
2015-02-10 14:40:00,156.11,156.62,156.09,156.25,37082
2015-02-10 14:45:00,156.25,156.58,155.88,156.03,31162
2015-02-10 14:50:00,156.05,156.37,155.91,156.06,35062
2015-02-10 14:55:00,156.11,156.22,155.64,155.68,53737
2015-02-10 15:00:00,155.68,155.95,155.43,155.69,43817
2015-02-10 15:05:00,155.60,155.83,155.42,155.46,29685
2015-02-10 15:10:00,155.43,155.59,155.09,155.16,42566
2015-02-10 15:15:00,155.16,155.44,155.13,155.44,32034
2015-02-10 15:20:00,155.43,155.99,155.42,155.67,34764
2015-02-10 15:25:00,155.66,155.73,155.42,155.42,36286
2015-02-10 15:30:00,155.41,155.49,155.26,155.32,32424
2015-02-10 15:35:00,155.29,155.41,155.17,155.28,21140
2015-02-10 15:40:00,155.25,155.42,155.25,155.33,20821
2015-02-10 15:45:00,155.32,155.50,155.30,155.40,23515
2015-02-10 15:50:00,155.37,155.37,155.08,155.19,22494
2015-02-10 15:55:00,155.24,155.48,155.22,155.35,27570
2015-02-10 16:00:00,155.33,155.52,155.33,155.46,21888
2015-02-10 16:05:00,155.47,155.47,155.30,155.42,19213
2015-02-10 16:10:00,155.45,155.67,155.45,155.63,21351
2015-02-10 16:15:00,155.63,155.87,155.63,155.70,25307
2015-02-10 16:20:00,155.71,155.93,155.69,155.91,28477
2015-02-10 16:25:00,155.90,155.97,155.76,155.76,51676
2015-02-10 16:30:00,155.72,155.93,155.70,155.88,19215
2015-02-10 16:35:00,155.92,155.97,155.76,155.91,43642
2015-02-10 16:40:00,155.87,156.08,155.85,155.92,34283
2015-02-10 16:45:00,155.91,156.27,155.91,156.19,29119
2015-02-10 16:50:00,156.19,156.32,156.10,156.28,58949
2015-02-10 16:55:00,156.31,156.34,156.20,156.34,20662
2015-02-10 17:00:00,156.35,156.37,156.29,156.32,22020
2015-02-10 17:05:00,156.32,156.38,156.06,156.15,53911
2015-02-10 17:10:00,156.14,156.19,155.97,156.08,111289
2015-02-10 17:15:00,156.09,156.44,156.08,156.38,30028
2015-02-10 17:20:00,156.36,156.63,156.32,156.63,25961
2015-02-10 17:25:00,156.64,156.68,156.53,156.66,45396
2015-02-10 17:30:00,156.66,156.66,156.46,156.50,28609
2015-02-10 17:35:00,156.54,156.58,156.47,156.49,32306
2015-02-10 17:40:00,156.47,156.60,156.45,156.56,22968
2015-02-10 17:45:00,156.57,156.60,156.48,156.58,20664
2015-02-10 17:50:00,156.57,156.65,156.54,156.59,25458
2015-02-10 17:55:00,156.59,156.60,156.35,156.35,20182
2015-02-10 18:00:00,156.35,156.57,156.34,156.46,24772
2015-02-10 18:05:00,156.47,156.49,156.27,156.34,11347
2015-02-10 18:10:00,156.34,156.35,156.22,156.33,18775
2015-02-10 18:15:00,156.33,156.36,156.22,156.24,12973
2015-02-10 18:20:00,156.20,156.26,156.15,156.22,13253
2015-02-10 18:25:00,156.24,156.25,156.04,156.08,12492
2015-02-10 18:30:00,156.08,156.18,156.06,156.14,12199
2015-02-10 18:35:00,156.12,156.16,156.07,156.08,10483
2015-02-10 18:40:00,156.08,156.24,156.02,156.17,16356
2015-02-10 18:45:00,156.20,156.38,156.20,156.34,25918
2015-02-10 18:50:00,156.35,156.60,156.35,156.58,25874
2015-02-10 18:55:00,156.57,156.69,156.52,156.61,17572
2015-02-10 19:00:00,156.61,156.68,156.51,156.51,26903
2015-02-10 19:05:00,156.54,156.68,156.53,156.66,24268
2015-02-10 19:10:00,156.67,156.69,156.60,156.66,18866
2015-02-10 19:15:00,156.65,156.75,156.61,156.74,24340
2015-02-10 19:20:00,156.74,156.86,156.63,156.84,36980
2015-02-10 19:25:00,156.84,156.97,156.82,156.90,41645
2015-02-10 19:30:00,156.91,157.26,156.88,157.19,56013
2015-02-10 19:35:00,157.16,157.37,156.99,157.28,74911
2015-02-10 19:40:00,157.26,157.58,157.22,157.50,45548
2015-02-10 19:45:00,157.49,157.69,157.48,157.56,44780
2015-02-10 19:50:00,157.57,157.76,157.48,157.59,60685
2015-02-10 19:55:00,157.59,157.77,157.56,157.73,46249
2015-02-10 20:00:00,157.73,157.95,157.73,157.90,56120
2015-02-10 20:05:00,157.91,158.00,157.74,157.77,71115
2015-02-10 20:10:00,157.78,157.89,157.67,157.89,57116
2015-02-10 20:15:00,157.89,157.97,157.83,157.91,40415
2015-02-10 20:20:00,157.91,158.09,157.82,157.95,74627
2015-02-10 20:25:00,157.92,158.00,157.86,157.89,41280
2015-02-10 20:30:00,157.90,158.13,157.87,158.13,60299
2015-02-10 20:35:00,158.13,158.34,157.98,158.08,98489
2015-02-10 20:40:00,158.08,158.33,158.07,158.22,69386
2015-02-10 20:45:00,158.22,158.22,158.05,158.16,48480
2015-02-10 20:50:00,157.93,157.93,157.93,157.93,200
2015-02-10 20:55:00,158.14,158.33,158.10,158.29,60844
2015-02-10 21:00:00,158.47,158.51,158.38,158.38,46634
2015-02-11 14:30:00,157.76,157.80,157.76,157.77,800
2015-02-11 14:35:00,157.87,158.45,157.63,158.29,164139
2015-02-11 14:40:00,158.30,158.54,158.06,158.06,68953
2015-02-11 14:45:00,158.06,158.12,157.76,157.76,36079
2015-02-11 14:50:00,157.77,158.38,157.75,158.24,47442
2015-02-11 14:55:00,158.21,158.46,158.12,158.26,33620
2015-02-11 15:00:00,158.31,158.54,158.16,158.44,30634
2015-02-11 15:05:00,158.54,159.09,158.46,158.90,95618
2015-02-11 15:10:00,158.89,158.89,158.35,158.36,26766
2015-02-11 15:15:00,158.37,158.50,158.23,158.28,39491
2015-02-11 15:20:00,158.27,158.27,157.93,158.12,33526
2015-02-11 15:25:00,158.09,158.34,158.09,158.22,35136
2015-02-11 15:30:00,158.22,158.25,158.07,158.13,29104
2015-02-11 15:35:00,158.12,158.36,158.00,158.30,48740
2015-02-11 15:40:00,158.30,158.39,158.15,158.24,31292
2015-02-11 15:45:00,158.22,158.37,158.16,158.16,22207
2015-02-11 15:50:00,158.19,158.20,158.00,158.06,18453
2015-02-11 15:55:00,158.04,158.29,158.04,158.26,22864
2015-02-11 16:00:00,158.28,158.32,158.09,158.20,48671
2015-02-11 16:05:00,158.20,158.60,158.20,158.60,38620
2015-02-11 16:10:00,158.56,158.66,158.56,158.66,41492
2015-02-11 16:15:00,158.67,158.94,158.62,158.69,46512
2015-02-11 16:20:00,158.69,158.77,158.46,158.55,41828
2015-02-11 16:25:00,158.53,158.60,158.37,158.48,66963
2015-02-11 16:30:00,158.47,158.68,158.43,158.60,46868
2015-02-11 16:35:00,158.59,158.60,158.32,158.40,30838
2015-02-11 16:40:00,158.43,158.53,158.36,158.52,8118
2015-02-11 16:45:00,158.52,158.59,158.40,158.49,40138
2015-02-11 16:50:00,158.48,158.52,158.41,158.42,20167
2015-02-11 16:55:00,158.41,158.45,158.33,158.38,18447
2015-02-11 17:00:00,158.36,158.36,158.16,158.24,20035
2015-02-11 17:05:00,158.24,158.29,158.13,158.24,36242
2015-02-11 17:10:00,158.20,158.37,158.13,158.37,11469
2015-02-11 17:15:00,158.31,158.36,158.27,158.35,10730
2015-02-11 17:20:00,158.30,158.49,158.27,158.44,16517
2015-02-11 17:25:00,158.42,158.47,158.37,158.44,18142
2015-02-11 17:30:00,158.47,158.56,158.41,158.56,22705
2015-02-11 17:35:00,158.56,158.56,158.38,158.43,15081
2015-02-11 17:40:00,158.42,158.52,158.37,158.42,13458
2015-02-11 17:45:00,158.44,158.45,157.99,158.02,14677
2015-02-11 17:50:00,158.03,158.08,158.01,158.03,18036
2015-02-11 17:55:00,158.04,158.19,158.01,158.09,12903
2015-02-11 18:00:00,158.12,158.12,157.88,157.90,13423
2015-02-11 18:05:00,157.91,157.99,157.82,157.82,11485
2015-02-11 18:10:00,157.84,157.84,157.45,157.51,31666
2015-02-11 18:15:00,157.50,157.50,157.21,157.22,61649
2015-02-11 18:20:00,157.19,157.35,157.17,157.35,25507
2015-02-11 18:25:00,157.34,157.41,157.21,157.32,28072
2015-02-11 18:30:00,157.34,157.39,157.28,157.36,15382
2015-02-11 18:35:00,157.35,157.46,157.29,157.39,17061
2015-02-11 18:40:00,157.39,157.47,157.38,157.44,10731
2015-02-11 18:45:00,157.45,157.55,157.40,157.40,14416
2015-02-11 18:50:00,157.42,157.45,157.35,157.37,15568
2015-02-11 18:55:00,157.40,157.49,157.36,157.36,13722
2015-02-11 19:00:00,157.36,157.74,157.19,157.57,22025
2015-02-11 19:05:00,157.56,157.75,157.52,157.65,13760
2015-02-11 19:10:00,157.68,157.86,157.65,157.86,19394
2015-02-11 19:15:00,157.85,157.88,157.73,157.83,18305
2015-02-11 19:20:00,157.82,157.88,157.64,157.80,23152
2015-02-11 19:25:00,157.77,157.86,157.71,157.84,21113
2015-02-11 19:30:00,157.82,157.82,157.52,157.62,16118
2015-02-11 19:35:00,157.63,157.91,157.61,157.91,20260
2015-02-11 19:40:00,157.90,158.01,157.84,157.91,19863
2015-02-11 19:45:00,157.93,157.96,157.72,157.79,20186
2015-02-11 19:50:00,157.76,157.93,157.76,157.93,21732
2015-02-11 19:55:00,157.95,158.01,157.85,157.89,18891
2015-02-11 20:00:00,157.89,158.09,157.82,157.94,15267
2015-02-11 20:05:00,157.94,158.04,157.92,157.94,14797
2015-02-11 20:10:00,157.98,157.98,157.77,157.85,20204
2015-02-11 20:15:00,157.84,158.00,157.80,157.94,31721
2015-02-11 20:20:00,157.94,158.00,157.83,157.92,19253
2015-02-11 20:25:00,157.90,158.21,157.90,158.19,25058
2015-02-11 20:30:00,158.22,158.50,158.18,158.36,55390
2015-02-11 20:35:00,158.37,158.45,158.13,158.19,55043
2015-02-11 20:40:00,158.21,158.36,158.20,158.36,39049
2015-02-11 20:45:00,158.37,158.41,158.15,158.18,36697
2015-02-11 20:50:00,158.18,158.23,157.92,157.99,61604
2015-02-11 20:55:00,157.99,158.02,157.87,157.96,62759
2015-02-11 21:00:00,158.00,158.22,158.00,158.15,107509
2015-02-12 14:35:00,158.72,159.50,158.57,159.39,146777
2015-02-12 14:40:00,159.34,159.44,159.11,159.26,47373
2015-02-12 14:45:00,159.26,159.32,158.81,158.95,56274
2015-02-12 14:50:00,158.90,159.11,158.89,158.97,40186
2015-02-12 14:55:00,159.01,159.04,158.93,159.03,55643
2015-02-12 15:00:00,159.04,159.05,158.94,158.95,38356
2015-02-12 15:05:00,158.96,159.01,158.85,158.91,31339
2015-02-12 15:10:00,158.93,159.01,158.79,158.85,29142
2015-02-12 15:15:00,158.87,159.05,158.85,159.03,53565
2015-02-12 15:20:00,159.03,159.33,159.01,159.07,44580
2015-02-12 15:25:00,159.08,159.11,158.77,158.79,33230
2015-02-12 15:30:00,158.77,158.80,158.37,158.42,36099
2015-02-12 15:35:00,158.42,158.62,158.30,158.62,32527
2015-02-12 15:40:00,158.62,158.94,158.60,158.94,21622
2015-02-12 15:45:00,158.93,158.94,158.78,158.85,31450
2015-02-12 15:50:00,158.86,158.92,158.79,158.83,14524
2015-02-12 15:55:00,158.81,158.99,158.79,158.80,22194
2015-02-12 16:00:00,158.80,158.84,158.66,158.79,21204
2015-02-12 16:05:00,158.78,158.90,158.63,158.89,23850
2015-02-12 16:10:00,158.88,158.99,158.85,158.91,12928
2015-02-12 16:15:00,158.91,159.24,158.90,159.21,24367
2015-02-12 16:20:00,159.22,159.22,158.86,158.86,11960
2015-02-12 16:25:00,158.89,158.89,158.58,158.74,21954
2015-02-12 16:30:00,158.72,158.83,158.60,158.64,12947
2015-02-12 16:35:00,158.66,158.92,158.58,158.88,10016
2015-02-12 16:40:00,158.87,158.89,158.76,158.79,11460
2015-02-12 16:45:00,158.80,158.87,158.77,158.80,14334
2015-02-12 16:50:00,158.79,158.92,158.75,158.88,24126
2015-02-12 16:55:00,158.89,158.94,158.81,158.82,34434
2015-02-12 17:00:00,158.81,158.95,158.75,158.78,13933
2015-02-12 17:05:00,158.80,158.86,158.78,158.78,11516
2015-02-12 17:10:00,158.79,158.86,158.69,158.70,25918
2015-02-12 17:15:00,158.69,158.86,158.68,158.84,12376
2015-02-12 17:20:00,158.84,158.97,158.84,158.96,11919
2015-02-12 17:25:00,158.95,159.05,158.91,158.97,12585
2015-02-12 17:30:00,158.96,159.01,158.90,158.97,13209
2015-02-12 17:35:00,158.96,159.06,158.89,158.98,19620
2015-02-12 17:40:00,158.99,159.06,158.94,159.04,32157
2015-02-12 17:45:00,159.03,159.09,159.01,159.01,19356
2015-02-12 17:50:00,159.03,159.03,158.81,158.82,15064
2015-02-12 17:55:00,158.84,158.87,158.81,158.86,19371
2015-02-12 18:00:00,158.86,158.86,158.71,158.76,15613
2015-02-12 18:05:00,158.76,158.82,158.73,158.82,27001
2015-02-12 18:10:00,158.81,158.91,158.73,158.74,24120
